date;time;tempmeas;refcool;refheat;ctrlenabled;forcefan;
28/08/2013;22:16:42;73,4;73,9;63,0;2;0;
28/08/2013;22:17:42;73,4;73,9;63,0;2;0;
28/08/2013;22:18:41;73,4;73,9;63,0;2;0;
28/08/2013;22:19:41;73,4;73,9;63,0;2;0;
28/08/2013;22:20:41;73,4;73,9;63,0;2;0;
28/08/2013;22:21:42;73,4;73,9;63,0;2;0;
28/08/2013;22:22:42;73,4;73,9;63,0;2;0;
28/08/2013;22:23:42;73,4;73,9;63,0;2;0;
28/08/2013;22:24:42;73,4;73,9;63,0;2;0;
28/08/2013;22:25:42;73,4;73,9;63,0;2;0;
28/08/2013;22:26:41;73,4;73,9;63,0;2;0;
28/08/2013;22:27:41;73,4;73,9;63,0;2;0;
28/08/2013;22:28:42;73,4;73,9;63,0;2;0;
28/08/2013;22:29:42;73,4;73,9;63,0;2;0;
28/08/2013;22:30:42;73,5;73,9;63,0;2;0;
28/08/2013;22:31:42;73,5;73,9;63,0;2;0;
28/08/2013;22:32:42;73,5;73,9;63,0;2;0;
28/08/2013;22:33:42;73,5;73,9;63,0;2;0;
28/08/2013;22:34:41;73,5;73,9;63,0;2;0;
28/08/2013;22:35:42;73,5;73,9;63,0;2;0;
28/08/2013;22:36:42;73,5;73,9;63,0;2;0;
28/08/2013;22:37:42;73,5;73,9;63,0;2;0;
28/08/2013;22:38:42;73,5;73,9;63,0;2;0;
28/08/2013;22:39:42;73,5;73,9;63,0;2;0;
28/08/2013;22:40:42;73,5;73,9;63,0;2;0;
28/08/2013;22:41:42;73,6;73,9;63,0;2;0;
28/08/2013;22:42:42;73,6;73,9;63,0;2;0;
28/08/2013;22:43:42;73,6;73,9;63,0;2;0;
28/08/2013;22:44:42;73,6;73,9;63,0;2;0;
28/08/2013;22:45:42;73,6;73,9;63,0;2;0;
28/08/2013;22:46:42;73,6;73,9;63,0;2;0;
28/08/2013;22:47:42;73,6;73,9;63,0;2;0;
28/08/2013;22:48:42;73,6;73,9;63,0;2;0;
28/08/2013;22:49:45;73,7;73,9;63,0;2;0;
28/08/2013;22:50:45;73,7;73,9;63,0;2;0;
28/08/2013;22:51:42;73,7;73,9;63,0;2;0;
28/08/2013;22:52:42;73,7;73,9;63,0;2;0;
28/08/2013;22:53:42;73,7;73,9;63,0;2;0;
28/08/2013;22:54:42;73,7;73,9;63,0;2;0;
28/08/2013;22:55:42;73,7;73,9;63,0;2;0;
28/08/2013;22:56:42;73,7;73,9;63,0;2;0;
28/08/2013;22:57:42;73,7;73,9;63,0;2;0;
28/08/2013;22:58:42;73,7;73,9;63,0;2;0;
28/08/2013;22:59:42;73,7;73,9;63,0;2;0;
28/08/2013;23:00:42;73,7;73,9;63,0;2;0;
28/08/2013;23:01:42;73,7;73,9;63,0;2;0;
28/08/2013;23:02:42;73,7;73,9;63,0;2;0;
28/08/2013;23:03:42;73,7;73,9;63,0;2;0;
28/08/2013;23:04:42;73,7;73,9;63,0;2;0;
28/08/2013;23:05:42;73,7;73,9;63,0;2;0;
28/08/2013;23:06:45;73,7;73,9;63,0;2;0;
28/08/2013;23:07:42;73,7;73,9;63,0;2;0;
28/08/2013;23:08:42;73,7;73,9;63,0;2;0;
28/08/2013;23:09:42;73,8;73,9;63,0;2;0;
28/08/2013;23:10:42;73,8;73,9;63,0;2;0;
28/08/2013;23:11:42;73,8;73,9;63,0;2;0;
28/08/2013;23:12:42;73,8;73,9;63,0;2;0;
28/08/2013;23:13:42;73,8;73,9;63,0;2;0;
28/08/2013;23:14:42;73,8;73,9;63,0;2;0;
28/08/2013;23:15:42;73,8;73,9;63,0;2;0;
28/08/2013;23:16:42;73,8;73,9;63,0;2;0;
28/08/2013;23:17:42;73,8;73,9;63,0;2;0;
28/08/2013;23:18:42;73,8;73,9;63,0;2;0;
28/08/2013;23:19:42;73,8;73,9;63,0;2;0;
28/08/2013;23:20:42;73,8;73,9;63,0;2;0;
28/08/2013;23:21:42;73,8;73,9;63,0;2;0;
28/08/2013;23:22:42;73,8;73,9;63,0;2;0;
28/08/2013;23:23:42;73,8;73,9;63,0;2;0;
28/08/2013;23:24:43;73,8;73,9;63,0;2;0;
28/08/2013;23:25:43;73,8;73,9;63,0;2;0;
28/08/2013;23:26:42;73,9;73,9;63,0;2;0;
28/08/2013;23:27:42;73,8;73,9;63,0;2;0;
28/08/2013;23:28:42;73,9;73,9;63,0;2;0;
